0009000000000000, 0009000000000000, 0004000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0015000000000000, 0014000000000000, 0002000000000000
019A000000000000, 019A000000000000, 02F9000000000000, 01D7000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 027A000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 01DA000000000000, 018A000000000000, 01E7000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
0155000000000000, 0155000000000000, 0200000000000000, 0112000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 019E000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C9000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0160000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0155000000000000, 0155000000000000, 01F9000000000000, 010F000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 019B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
019A000000000000, 019A000000000000, 0200000000000000, 014C000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01E5000000000000
0156000000000000, 0156000000000000, 0280000000000000, 0166000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01FE000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0300000000000000, 01DB000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 027F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0151000000000000, 0136000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C9000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
0200000000000000, 0200000000000000, 0300000000000000, 0204000000000000, 0001000000000000, 0000000000000000, 01DA000000000000, 018A000000000000, 021B000000000000
0200000000000000, 0200000000000000, 0300000000000000, 0204000000000000, 0001000000000000, 0000000000000000, 01DA000000000000, 018A000000000000, 021B000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0151000000000000, 0136000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 01D7000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 01B8000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 0249000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0200000000000000, 0200000000000000, 0300000000000000, 0204000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02A2000000000000
019A000000000000, 019A000000000000, 0300000000000000, 01DB000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 027F000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0182000000000000, 013B000000000000, 017C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 0249000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 01DB000000000000, 018A000000000000, 02B8000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0160000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 01C7000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
019A000000000000, 019A000000000000, 02F9000000000000, 01D7000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 027A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0200000000000000, 0200000000000000, 0200000000000000, 01A2000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 0244000000000000
019A000000000000, 019A000000000000, 0300000000000000, 01CA000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 01FA000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 029E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0151000000000000, 0136000000000000
0155000000000000, 0155000000000000, 0200000000000000, 0112000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 019E000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
0200000000000000, 0200000000000000, 0379000000000000, 0261000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02FF000000000000
0155000000000000, 0155000000000000, 0200000000000000, 0112000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0151000000000000, 0161000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
0200000000000000, 0200000000000000, 0300000000000000, 0204000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02A2000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0187000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0160000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 01F9000000000000, 013C000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CD000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
00F3000000000000, 00F3000000000000, 0079000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 00F4000000000000, 0119000000000000, 00AB000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 01DA000000000000, 018A000000000000, 01D7000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0200000000000000, 0200000000000000, 0279000000000000, 01BA000000000000, 0001000000000000, 0000000000000000, 01DA000000000000, 018A000000000000, 01E7000000000000
019A000000000000, 019A000000000000, 0180000000000000, 0114000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01AD000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
0125000000000000, 0125000000000000, 01F9000000000000, 0107000000000000, 0001000000000000, 0000000000000000, 022F000000000000, 01D7000000000000, 018D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C9000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 0180000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 0249000000000000
0200000000000000, 0200000000000000, 0300000000000000, 0204000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02A2000000000000
02AB000000000000, 02AB000000000000, 03F9000000000000, 0344000000000000, 0001000000000000, 0000000000000000, 0202000000000000, 01AD000000000000, 02D4000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0215000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 01DB000000000000, 018A000000000000, 02B8000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0156000000000000, 0156000000000000, 01F9000000000000, 0126000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01B5000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0187000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0180000000000000, 0114000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 016C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 0176000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 01B5000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 0187000000000000
0155000000000000, 0155000000000000, 0200000000000000, 0112000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 019E000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0229000000000000
019A000000000000, 019A000000000000, 0300000000000000, 01CA000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0152000000000000, 01EA000000000000
019A000000000000, 019A000000000000, 0379000000000000, 0227000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 02D5000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 0301000000000000, 02A1000000000000, 0377000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C9000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0125000000000000, 0125000000000000, 0100000000000000, 00A2000000000000, 0001000000000000, 0000000000000000, 022F000000000000, 01D7000000000000, 011B000000000000
019A000000000000, 019A000000000000, 01F9000000000000, 0148000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A0000000000000, 01F5000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 01DB000000000000, 018A000000000000, 02B8000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0155000000000000, 0155000000000000, 0200000000000000, 0112000000000000, 0001000000000000, 0000000000000000, 019B000000000000, 0151000000000000, 0161000000000000
019A000000000000, 019A000000000000, 0200000000000000, 0131000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C9000000000000
019A000000000000, 019A000000000000, 0280000000000000, 017A000000000000, 0001000000000000, 0000000000000000, 01B8000000000000, 016B000000000000, 01B8000000000000
0155000000000000, 0155000000000000, 0180000000000000, 00DC000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0164000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0155000000000000, 0155000000000000, 0100000000000000, 00BB000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020B000000000000, 0143000000000000
0200000000000000, 0200000000000000, 03F9000000000000, 02D4000000000000, 0001000000000000, 0000000000000000, 01DB000000000000, 018A000000000000, 02B8000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0200000000000000, 0200000000000000, 0379000000000000, 0261000000000000, 0001000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02FF000000000000
019A000000000000, 019A000000000000, 0200000000000000, 018D000000000000, 0001000000000000, 0000000000000000, 01B9000000000000, 016C000000000000, 01C7000000000000
0156000000000000, 0156000000000000, 0200000000000000, 013D000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0279000000000000, 01A0000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 023E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
019A000000000000, 019A000000000000, 0280000000000000, 01A2000000000000, 0001000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 0240000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0156000000000000, 0156000000000000, 0180000000000000, 0110000000000000, 0001000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 019C000000000000
